line;original_title;translated_title;original_text;translated_text;rating;reviewed_location_name;category;user;user_id_anonym;average_rating_tripadvisor;total_reviews_tripadvisor;city;country;month_of_visit;year_of_visit;title_sentiment;review_sentiment
5175;muy buena opcion para viajar desde estacion central de trenes;very good option for travel from central train station;buena opcion cerca de la estacion de trenes (100 mts) y de la Marienplatz 800 mts si sos socio de NH te dan una muy buena habitacion, las otras son regulares, d...;good option close to the train station (100 mts) and the Marienplatz 800 mts if you are a member of NH you get a very good room, the others are average, but the room is not...;4.0;NH Collection Munchen Bavaria;hotel;Schygiel;id_419;4.0;2583.0;Múnich;Alemania;5.0;2018.0;4;2
5176;muy buena atencion;very good service;todo excelente, Simone muy buena atencion, consejos de lugares a visitar en Roma, restaurantes, me olvide el telefono en su coche y lo pude recuperar, muchas gr...;Everything excellent, Simone very good attention, advice on places to visit in Rome, restaurants, I forgot my phone in your car and I could recover it, thank you very much....;5.0;Roma Transfers;attraction;Schygiel;id_419;4.8;168.0;Roma;Italia;4.0;2018.0;4;4
5177;optimo para crucer;optimal for cruising;Muy bien comunicado con terminal de cruceros y cerca de estacion de trenes santa lucia y transportes a aeropuerto de Venecia desayuno costoso, opciones cerca mu...;Very well connected to cruise terminal and close to santa lucia train station and transportation to venice airport, expensive breakfast, options close to many restaurants and bars...;4.0;AC Hotel Venezia;hotel;Schygiel;id_419;4.2;383.0;Venecia;Italia;5.0;2018.0;3;4
5178;excelente;excellent;Muy buen servicio, atencion excelente, nuestra guia Elena en español muy comprometida, muy conocedora de la historia de Grecia y Atenas, nos llevaron a lo clasi...;Very good service, excellent attention, our guide Elena in Spanish very committed, very knowledgeable about the history of Greece and Athens, we were taken to the clasi...;5.0;George s Taxi;attraction;Schygiel;id_419;5.0;4031.0;Atenas;Grecia;5.0;2018.0;5;4
5179;recomendable;recomendable;Nos recogio en la terminal de cruceros y nos llevo a un recorrido por la fundamental de Corfu, teniamos poco tiempo y nos quedamos con ganas de mas, conocimient...;He picked us up at the cruise terminal and took us on a tour of Corfu, we had little time and we were left wanting more, knowledge of the island and the...;4.0;Corfu Taxi Tours;attraction;Schygiel;id_419;4.9;663.0;Corfú;Grecia;5.0;2018.0;3;2
5180;Muy Linda Plaza;Very Nice Plaza;Linda plaza y mas hermosa cuando estan florecidos los lapachos, rodeadas de comercios, bares, restaurantes y Organismos Nacionales y Municipales.;Nice square and more beautiful when the lapacho trees are in bloom, surrounded by stores, bars, restaurants and national and municipal agencies.;4.0;;attraction;895alik;id_420;4.1;606.0;Cafayate;Argentina;9.0;2018.0;4;4
5181;Muy linda..;Very nice.;Típica Catedral y con sus alrededores de cualquier pueblo de la Argentina donde se encuentran Organismos Municipales y enfrente de la Plaza.;Typical Cathedral and its surroundings of any town in Argentina where municipal agencies are located and in front of the Plaza.;4.0;Catedral Nuestra Senora del Rosario;attraction;895alik;id_420;4.1;230.0;Cafayate;Argentina;9.0;2018.0;4;3
5182;Impresionante;Impressive;Por la Ruta Nacional N° 9 entre Uquía hacia Humahuaca, se levanta estas montañas también conocidas como el Cerro de los 14 Colores. En el caso de visitarlas ten...;Along the National Route No. 9 between Uquía and Humahuaca, these mountains also known as the Cerro de los 14 Colores (Hill of the 14 Colors) rise up. In the case of visiting them have...;5.0;Serranias Del Hornocal;attraction;895alik;id_420;4.9;1509.0;Humahuaca;Argentina;9.0;2018.0;3;3
5183;Imperdible;Not to be missed;También conocida como Quebrada de Cafayate, por la RUTA N° 68, en Salta. Hermoso lugar para ser visitado y admirar el encanto de sus colores sobre las formacion...;Also known as Quebrada de Cafayate, by the RUTA N° 68, in Salta. Beautiful place to be visited and admire the charm of its colors on the formations of the...;5.0;La Yesera;attraction;895alik;id_420;4.5;59.0;Cafayate;Argentina;9.0;2018.0;3;4
5199;Viaje a Salta;Trip to Salta;Muy buen servicio y atención al pasajero. Personal cordial y atento al servicio.Puntuales en la salida y la llegada.;Very good service and attention to passengers. Very friendly and attentive staff, punctual on departure and arrival.;4.0;;;marta2santos;id_421;3.5;15529.0;Mundo;;9.0;2018.0;3;4
5200;Vertigo;Vertigo;Hermoso poder llegar a esa altura y al observar la cuesta del Lipán, comprobar las curvas y contracurvas transitadas para llegar allí y luego bajar a Salinas.;It is beautiful to be able to reach that altitude and to observe the Lipán slope, to see the curves and counter-curves used to get there and then descend to Salinas.;5.0;Abra de Potrerillos Mirador a 4170msnm;attraction;marta2santos;id_421;4.7;122.0;Purmamarca;Argentina;9.0;2018.0;3;4
5201;Majestuoso;Majestuoso;Increíble combinación que realiza la naturaleza que hace posible observar la diversidad de colores en el cerro. Es impactante y hermoso;Incredible combination of nature that makes it possible to observe the diversity of colors on the hill. It is impressive and beautiful;5.0;The Hill of Seven Colors;attraction;marta2santos;id_421;4.8;3166.0;Purmamarca;Argentina;9.0;2018.0;3;4
5202;Magestuosos;Magestuosos;Lugar increíble creado por la naturaleza de una acústica increíble. Allí parece desaparecer el mundo brindando al viajero una paz impresionante;Incredible place created by nature with incredible acoustics. There the world seems to disappear, offering the traveler an impressive peace.;5.0;Anfiteatro Natural;attraction;marta2santos;id_421;4.8;1626.0;Salta;Argentina;9.0;2018.0;3;4
5203;Distinto;Distinguished;Tuve la oportunidad de almorzar alli, y realmente si bien parece una cervecería, se come muy bien y la atención es excelente;I had the opportunity to have lunch there, and although it really looks like a brewery, the food is very good and the service is excellent.;4.0;Rey Carancho;restaurant;marta2santos;id_421;3.6;172.0;Salta;Argentina;9.0;2018.0;3;4
5204;Espectacular;Spectacular;Hermoso lugar para comer , como así también el delivery de empanadas que solicite fue rápido y las empanadas de calidad y sabor exquisito a un costo realmente m...;Beautiful place to eat, as well as the delivery of empanadas that I requested was fast and the quality and exquisite flavor empanadas at a really low cost.;5.0;El Charrua Caseros;restaurant;marta2santos;id_421;4.3;2048.0;Salta;Argentina;9.0;2018.0;5;4
5205;cAUTIVANTE;cAUTIVATING;El telesférico brinda la posibilidad de observar la ciudad de Salta desde la altura. Muy buen servicio!!;The chairlift offers the possibility of observing the city of Salta from high altitude. Very good service!;4.0;Teleferico San Bernardo;attraction;marta2santos;id_421;4.1;2985.0;Salta;Argentina;9.0;2018.0;3;4
5206;Espiritualidad;Spirituality;Lugar de recogimiento y oración, Me impresiono la excelente ornamentación floral tanto del Señor como de la Señora de Los Milagros. Imponente el altar. Imperdib...;Place of recollection and prayer, I was impressed by the excellent floral ornamentation of both the Lord and the Lady of Miracles. Imposing the altar. Imperdib...;5.0;Cathedral of Salta;attraction;marta2santos;id_421;4.6;4761.0;Salta;Argentina;9.0;2018.0;3;3
5207;Paseo;Paseo;Peatonal pintoresca y se gran atractivo comercial y cultural ya que grupos folclóricos suelen tocar a la gorra allí, brindando un hermoso espectáculo;It is a picturesque pedestrian street and a great commercial and cultural attraction since folkloric groups usually play there for free, offering a beautiful spectacle.;4.0;Calle Peatonal La Florida;attraction;marta2santos;id_421;3.5;158.0;Salta;Argentina;9.0;2018.0;3;4
5208;Espiritualidad;Spirituality;Lugar de recogimiento,oración y silencio. Todo muy bien organizado. Yo no sabía que María Libia solo se encuentra los sábados y ya había pactado una excursión. ...;A place of recollection, prayer and silence. All very well organized. I didn't know that Maria Libia is only on Saturdays and I had already agreed on an excursion. ...;4.0;Virgen de los Tres Cerritos;attraction;marta2santos;id_421;4.6;1801.0;Salta;Argentina;9.0;2018.0;3;3
5209;Atencion;Attention;Mala la atención. No hubo cordialidad en el trato. La comida escasa e incomibles las milanesas. Caro por el servicio;Bad service. There was no cordiality in the treatment. The food was scarce and the milanesas were inedible. Expensive for the service;2.0;La Diablada Bar Grill;restaurant;marta2santos;id_421;3.4;431.0;Purmamarca;Argentina;9.0;2018.0;3;3
5210;Lugar espectacular;Spectacular location;El lugar es paradisíaco. La blancura de la sal resalta en el azul extremo del cielo. Encandila realmente. Llevar protector solar si son sensibles. Quema el sol ...;The place is paradisiacal. The whiteness of the salt stands out against the extreme blue of the sky. It really dazzles. Bring sunscreen if you are sensitive. The sun burns ...;5.0;Salinas Grandes;attraction;marta2santos;id_421;4.7;791.0;Province of Jujuy;Argentina;9.0;2018.0;4;3
5211;Agradecimiento;Acknowledgment;Realmente Ankara Suites me ofreció a mi, a mi esposo e hijo una atención excelente. Corteses y sabios a la hora de responder inquietudes sobre negocios o lugare...;Ankara Suites really offered me, my husband and son excellent attention. Courteous and wise when it came to answer questions about business or places to stay.;5.0;Ankara Suites;hotel;marta2santos;id_421;4.5;679.0;Salta;Argentina;9.0;2018.0;3;4
5212;Gra experiencia en free tour;Gra free tour experience;Excelente Yanet!!!... explico todo al detalle. Nos conto la historia de una forma muy divertida. La recomiendo. Conocimos los puntos principales de la ciudad;Excellent Yanet!!!... she explained everything in detail. She told us the story in a very funny way. I recommend her. We got to know the main points of the city;5.0;;tour;I4029AAfernandog;id_422;5.0;9225.0;Florencia;Italia;10.0;2024.0;2;3
5213;Muy buenas cabañas;Very good cabins;Muy buena ubicación alejada del centro. A solo 4 min en auto. Los dueños viven ahí mismo, gente muy amable. Nos recomendó dos lugares para cenar y fuimos a los ...;Very good location away from downtown. Only 4 minutes by car. The owners live right there, very nice people. They recommended two places for dinner and we went to the ...;4.0;Huaira Huasi;hotel;I4029AAfernandog;id_422;4.8;632.0;Purmamarca;Argentina;5.0;2024.0;4;4
5214;Excelente hotel;Excellent hotel;Muy amables todos, el desayuno excelente, presión de agua en la ducha a veces varía. Depende la hora. La calefacción estaba muy bien. Internet 10 puntos. Está u...;Very friendly everyone, excellent breakfast, water pressure in the shower sometimes varies. It depends on the time. The heating was very good. Internet 10 points. It is u...;5.0;Hosteria Munay Humahuaca;hotel;I4029AAfernandog;id_422;4.0;147.0;Humahuaca;Argentina;5.0;2024.0;4;3
5215;Una de los 7 maravillas;One of the 7 wonders;Hay que pagar una guía obligada de 6mil$ por auto... Sino no podes entrar pero lo vale!! Te sacas unas fotos hermosas y te cuenta como se trabaja la sal. La rut...;You have to pay a mandatory guide fee of 6mil$ per car.... Otherwise you can't enter but it's worth it! You get some beautiful pictures and he tells you how the salt is worked. The route...;5.0;Salinas Grandes;attraction;I4029AAfernandog;id_422;4.7;1684.0;Province of Jujuy;Argentina;5.0;2024.0;3;4
5216;El mejor de la zona;The best in the area;El mejor de los lugares!!!.. cierra. Martes y miércoles. La comida excelente, el mozo muy atento a todo. Los precios económicos. Las mesas bien separadas de los...;The best place!!!... closes. Tuesdays and Wednesdays. The food is excellent, the waiter is very attentive to everything. Economic prices. The tables are well separated from the...;5.0;Los Morteros;restaurant;I4029AAfernandog;id_422;4.1;359.0;Purmamarca;Argentina;5.0;2024.0;4;4
5217;Excelente lugar;Excellent location;Excelente atención de los mozos. La birra muy buena. La pizza ... Podría mejorar la masa.. el nivel de la música bien. Se puede dialogar. Los felicito;Excellent service from the waiters. The beer was very good. The pizza ... Could improve the dough... the level of the music was good. It is possible to talk. I congratulate you;5.0;Cervesia;restaurant;I4029AAfernandog;id_422;4.2;9.0;San Nicolas de los Arroyos;Argentina;1.0;2024.0;4;4
5218;excelente lugar para la familia;excellent place for the family;Un lugar muy acogedor. Las mesas bien separadas, muy buena atencion de parte de los mozos. La calidad de la comida excelente. Comimos cochinillo, tortilla de ho...;A very cozy place. The tables are well separated, very good attention from the waiters. The quality of the food was excellent. We ate suckling pig, tortilla de ho...;4.0;Casal de Catalunya;restaurant;I4029AAfernandog;id_422;3.8;329.0;Buenos Aires;Argentina;10.0;2016.0;4;4
5219;La mejor playa!;The best beach!;Cálida, sin olas, sin contaminación . Playas anchas con poca gente. Estuve monitoreando antes de viajar la página de Fatma y siempre mantuvo bandera azul. Por l...;Warm, no waves, no pollution. Wide beaches with few people. I was monitoring Fatma's website before traveling and it always maintained a blue flag. For the...;5.0;Praia Cachoeira Do Bom Jesus;attraction;I4029AAfernandog;id_422;4.4;788.0;Florianópolis;SC;2.0;2016.0;5;4
